"BlueOdds","RedOdds","BlueAvgSigStrPct","RedAvgSigStrPct","BlueAvgSigStrLanded","RedAvgSigStrLanded","BlueAvgTDLanded","RedAvgTDLanded","BlueAvgTDPct","RedAvgTDPct","BlueAge","RedAge","Winner"
120,-130,0.44,0.575,39.8889,75,0.4444,3,0.25,0.45,30,28,"0"
-143,115,0.42,0.378,26.25,25.2,2.8333,1.8,0.481,0.46,36,37,"0"
295,-210,0.54,0.408,4.33,4.67,1.19,0,0.53,0,29,26,"1"
-175,145,0.4,0.558,40.3333,18.2632,1.9,1.75,0.583,0.688,28,34,"1"
310,-370,0.57,0.447,5.24,5.78,0.45,3,0.25,0.61,28,28,"1"
235,-275,0.61,0.65,11.75,22,1,0.1579,0.572,0.143,29,28,"1"
-145,122,0.26,0.5,11.5,19,0,4,0,0.4,27,35,"0"
550,-800,0.533,0.424,28.3333,45.6923,2,1.1667,0.83,0.29,34,27,"1"
285,-315,0.675,0.394,50,22.6667,0,0,0,0,29,32,"0"
180,-220,0.406,0.42,30.7692,24.5,2.5,3.4615,0.42,0.48,30,34,"1"
145,-165,0.45,0.349,19.841809878528,28.381,0,0,0,0,32,36,"1"
130,-140,0.57,0.441,5.54,3.09,0.38,0.29,0.5,0.66,34,28,"1"
-112,-108,0.38,0.51,5.03,2.7,0.52,0.57,0.25,0.5,39,35,"0"
-125,105,0.45,0.54,3.43,3.04,1.03,1.68,0.2,0.4,31,33,"0"
-340,280,0.514,0.486,32.7143,44.6,1.6667,0.7037,0.514,0.228,26,39,"0"
160,-190,0.43,0.48,3.75,2.53,0.15,1.22,0.33,0.33,33,31,"1"
-140,130,0.46,0.36,60.5,47.9231,1.75,0,0.133,0,33,32,"0"
245,-305,0.47,0.54,2.67,4.8,2.86,3.99,0.43,0.91,34,23,"0"
132,-140,0.401,0.418,33.3333,31,2.0909,2.2,0.358,1,34,32,"0"
-120,100,0.508,0.35,44.75,26.6667,0,1.2222,0,0.365,28,33,"0"
167,-178,0.491,0.338,33.8,25.625,1.75,0.4,0.32,0.327,36,38,"1"
190,-210,0.452,0.424,37.8333,8.5,0.6667,1.19,0.333,0.26,29,24,"1"
142,-172,0.48,0.46,4.59,4.35,0.98,2.33,0.25,0.37,28,27,"1"
111,-130,0.49,0.45,4.49,4.56,1.54,0.63,0.33,0.34,27,27,"0"
205,-250,0.48,0.37,3.35,3.72,0.58,2.49,0.39,0.33,30,30,"1"
200,-240,0.455,0.401,30.8333,53.8,1,1.4286,0.456,0.267,31,28,"0"
-148,124,0.49,0.35,22.8182,27,1.4545,1,0.431,0.179,25,32,"0"
190,-235,0.43,0.5,3.8,4.53,2.37,0,0.35,0,26,24,"1"
-220,180,0.685,0.461,45,11,2.5,1.4286,0.59,0.57,24,33,"0"
110,-130,0.49,0.563,39.3,33.25,1.2,3.1,0.632,0.45,23,25,"0"
105,-125,0.5,0.453,42.6,53.0833,0.9643,3,0.281,0.339,28,34,"0"
-220,184,0.5,0.37,48.2,25.2632,0.6667,0.875,0.277,0.039,31,34,"0"
270,-350,0.46,0.58,5,8.14,2.17,1.95,0.462,0.4,36,31,"1"
355,-400,0.561,0.45,4.44,5.86,0.6,2.92,0.5,0.433,30,31,"1"
245,-290,0.447,0.6,2.88,7.03,4.63,1.31,0.54,0.45,35,32,"1"
317,-355,0.32,0.483,57.5,42.8571,1.6667,0.7143,0.262,0.32,36,34,"1"
120,-131,0.34,0.403,16,47.6667,3,2.5,0.665,0.352,25,21,"0"
-175,155,0.77,0.384,20,20.3333,0,0.3077,0,0.148,25,32,"1"
135,-155,0.53,0.264,45.5,66,0,0.1111,0,0.067,28,27,"0"
290,-350,0.573,0.46,33.5294,37.4167,1,3.25,0.373,0.303,36,34,"1"
205,-225,0.43,0.37,3.35,3.45,0.67,3.79,0.6,0.57,27,33,"1"
-140,120,0.61,0.383,67,20.5,2,0.8,0.44,0.177,30,37,"1"
175,-210,0.45,0.4,3.03,3.07,1.96,1.13,0.28,0.28,28,29,"0"
360,-405,0.47,0.503,21.3,32.4444,0.2,0.3333,0.2,0.333,40,34,"1"
170,-215,0.54,0.43,3.27,2.96,2.56,0.22,0.393,0.25,28,25,"1"
-270,230,0.4,0.39,1.82,5.35,3.59,0.38,0.65,0.3,26,24,"0"
240,-305,0.42,0.44,3.78,5.87,1.66,2.92,0.33,0.75,32,25,"0"
205,-250,0.57,0.5,4.75,6.55,3.09,0.28,0.39,0.14,23,32,"0"
-110,-110,0.52,0.5,3.13,4.67,4.18,1.12,0.31,0.4,29,30,"0"
-154,130,0.362,0.405,30.8,21.087,0.3333,3.25,0.36,0.346,29,34,"0"
125,-155,0.74,0.45,40.6667,29,3,2,1,0.271,26,30,"0"
340,-380,0.422,0.492,38.5,26,1.2,2,0.382,0.41,31,30,"1"
-120,100,0.466,0.656,45.4286,39.6,0.5,1.625,0.333,0.5,26,27,"0"
-430,350,0.46,0.48,3.6,2.96,1.02,3.01,0.34,0.37,38,41,"0"
265,-295,0.428,0.17,16,10,0.9333,0.5,0.398,0.125,29,34,"0"
315,-345,0.325,0.448,3.53,5.32,0.51,2,0.31,0.58,29,28,"1"
59.7932402411945,-115.711474369147,0.45,0.4,1.85,3.2,3.7,1.76,0.34,0.45,30,35,"1"
120,-140,0.39,0.45,4.42,2.88,1.2,0.67,0.34,0.54,31,34,"1"
245,-290,0.37,0.468,67,51,0,2.3,0,0.526,26,29,"1"
375,-420,0.65,0.516,37.6667,37.5556,0,1.5,0,0.313,26,32,"1"
195,-235,0.4,0.75,29.9167,3,1.5,1.42,0.17,1,35,25,"1"
164,-174,0.513,0.438,37.9286,77,1.7778,1,0.5,1,27,34,"0"
590,-850,0.41,0.5,43.5,46.5,1.5,4,0.583,0.41,30,29,"1"
-300,235,0.41,0.36,3.17,4.17,3.17,2.82,0.4,0.61,31,34,"0"
130,-150,0.59,0.775,24.5,29.5,8,0,0.66,0,31,39,"0"
215,-255,0.75,0.44,19.841809878528,21.1527659641032,2.98,1,1,0.511,32,30,"1"
-150,140,0.48,0.53,5.3,3.57,0.41,0.56,0.35,0.29,30,34,"0"
100,-129,0.49,0.43,4.67,5.6,0.69,0,0.42,0,26,31,"0"
200,-270,0.317,0.44,19.841809878528,21.1527659641032,0,3.2857,0,0.505,26,32,"1"
245,-290,0.319,0.486,32.1111,30.2,0.5,2.3333,0.5,0.289,27,31,"1"
-370,310,0.4,0.39,3.92,4.76,1.55,0,0.22,0,32,30,"0"
158,-181,0.43,0.52,4.39,3.87,3.45,3.41,0.66,0.58,26,33,"0"
130,-155,0.44,0.49,3.29,2.66,2.61,0.33,0.41,0.11,31,29,"0"
165,-195,0.48,0.495,41,10.5556,1.4,3,0.214,0.61,27,30,"1"
-128,118,0.42,0.487,47,49.8889,2.6,0.25,0.66,0.286,31,34,"1"
185,-215,0.57,0.458,6.31,2.84,0.17,0.67,1,0.75,32,25,"1"
160,-185,0.387,0.58,34.1154,42.6923,0.6,0,0.333,0,32,25,"1"
145,-165,0.22,0.555,1,3.74,1,1.66,0.28,0.46,35,34,"1"
-130,110,0.44,0.598,21.8,39,1,1.6923,0.5,0.32,27,26,"1"
-137,116,0.415,0.34,2.47,3.65,6.85,1.23,0.41,0.31,30,28,"1"
245,-265,0.36,0.403,5.07,4.33,1,0.54,0.37,0.5,28,30,"1"
135,-155,0.505,0.544,27.6667,27.1176,1.5,1.75,0.3,0.83,29,31,"1"
400,-455,0.485,0.63,135,75.5385,0.3333,3.7273,0.107,0.3,29,31,"1"
-500,380,0.55,0.536,28,27.7391,0,2.01,0,0.246,23,33,"1"
-145,114,0.42,0.438,14,25.9,0,1.6,0,0.427,26,37,"1"
-340,280,0.453,0.46,3.52,4.22,5.36,1,0.45,0.469,29,30,"1"
355,-400,0.352,0.503,24,36.5,0,1,0,0.418,27,27,"1"
475,-640,0.616,0.574,19.841809878528,21.1527659641032,1.9,0.5,0.5,0.25,31,31,"1"
-125,105,0.49,0.33,3.03,1.68,3.08,2.31,0.71,0.3,29,29,"0"
175,-205,0.53,0.454,27.6364,29.3333,2,4,0.42,0.37,35,38,"1"
-255,215,0.39,0.43,3.43,1.95,2.02,2.49,0.25,0.5,28,35,"0"
205,-245,0.35,0.47,44.2667,39.6667,0.5,0.7,0.133,0.2,36,34,"1"
161,-170,0.439,0.42,3.13,3.71,1.22,0.67,0.5,0.14,27,34,"1"
-225,185,0.446,0.49,2.82,3.31,2.17,1,0.31,0.66,25,32,"0"
-140,120,0.5,0.36,1.79,4.04,4.52,1.2,0.6,0.31,31,34,"1"
-175,155,0.418,0.478,39,43,0,2,0,0.833,23,32,"1"
145,-165,0.427,0.339,6,4.51,1.1,0.125,0.363,0.5,34,35,"1"
120,-140,0.47,0.33,8.05,20.5,0,0.125,0,0.125,27,35,"0"
360,-450,0.36,0.48,83,85.25,0,1,0,0.527,30,29,"1"
-134,105,0.363,0.51,25.6842,28.6923,0,2,0,0.833,26,31,"1"
190,-210,0.53,0.558,46,27.1667,1.6667,1,0.574,0.33,28,25,"1"
160,-190,0.56,0.46,3.93,4.29,6.62,2.28,0.42,0.33,31,36,"1"
-240,200,0.56,0.49,5.5,3.77,0.71,0,1,0,24,31,"0"
-110,-110,0.405,0.55,46.6,34.7143,2.125,1,0.283,0.33,28,27,"0"
145,-180,0.42,0.35,5.14,4,1.1,2,0.41,0.35,31,25,"0"
285,-315,0.46,0.5,5.19,3.16,1,1.51,0.29,0.264,31,29,"0"
115,-135,0.6,0.39,5.51,3.43,1.66,6,0.29,0.44,27,24,"1"
145,-165,0.49,0.523,37.5556,34.5,1,0,0.165,0,26,28,"1"
130,-150,0.42,0.33,5.31,4.58,1.1,1.3333,0.46,0.21,34,32,"0"
240,-260,0.16,0.276,3,39.875,0,0.1667,0,0.143,36,26,"1"
-125,105,0.35,0.51,35.5714,64.3333,0,1.4444,0,0.625,26,28,"0"
-155,135,0.52,0.505,43.0769,39,1,1,0.415,0.3,27,30,"0"
285,-315,0.675,0.394,57,13,0,0,0,0,30,32,"0"
-150,130,0.379,0.512,31.1667,24.5,2.6667,1,0.505,0.188,28,29,"1"
120,-140,0.54,0.37,2.79,3.74,0.33,3.4,0.33,0.47,34,34,"1"
140,-160,0.384,0.534,21.7143,29.7,1.125,3,0.23,0.77,28,23,"0"
59.7932402411945,-115.711474369147,0.46,0.51,6.24,6.72,0.67,1.46,0.16,0.273,36,36,"0"
420,-475,0.519,0.57,4.8,4.12,0.2,1.9,0.33,0.41,32,30,"1"
405,-450,0.52,0.79,12.2857,4,0.7,1.74,0.433,1,25,26,"1"
525,-750,0.4,0.63,2.45,2.46,0.76,6.85,0.25,0.51,34,28,"1"
-285,240,0.52,0.55,3.5,4.33,3.11,2.82,1,0.69,26,36,"0"
120,-140,0.46,0.525,56.75,41.625,0.25,0,0.097,0,26,26,"1"
170,-205,0.4,0.45,8.57,5.57,0.78,0.8,0.35,0.11,23,28,"0"
-162,136,0.42,0.429,10.6,19.6364,0,1,0,0.36,23,24,"1"
-250,205,0.39,0.515,69,61.6875,1.4,2.1429,0.5,0.304,29,33,"1"
-185,160,0.483,0.4,3.7,3.57,2.95,2.85,0.66,0.38,31,33,"0"
110,-130,0.5,0.42,3.98,4.41,2.73,1.09,0.433,0.381,33,31,"1"
260,-320,0.53,0.39,29,46.6364,1.6,1.3077,0.4,0.437,36,32,"1"
260,-320,0.32,0.33,24,25.6667,0,1.6667,0,1,30,24,"0"
157,-165,0.38,0.32,4.29,4.58,0,1,0,0.23,27,26,"1"
-155,135,0.655,0.42,2.94,2.41,3.11,0,0.72,0,26,27,"0"
-166,140,0.53,0.5,6.2,1.56,1.62,2.31,0.4,0.4,28,29,"0"
250,-310,0.43,0.46,4.39,4.38,0.49,0.82,0.45,0.46,31,31,"1"
100,-120,0.49,0.453,26.3333,29.4615,0.3077,2,0.25,0.39,28,38,"0"
145,-165,0.335,0.453,1.83,2.88,0.28,0,0.5,0,30,27,"1"
-178,167,0.272,0.73,77,36,0,2.8333,0,0.7,22,34,"1"
575,-735,0.47,0.624,75.1667,15,1.25,2.5,0.325,0.81,36,30,"1"
300,-330,0.39,0.45,16.75,65.5,1.2857,0,0.165,0,26,24,"1"
550,-800,0.52,0.47,20.5,36.5,2.6,3.1429,0.31,0.43,29,26,"1"
215,-260,0.5,0.5,4.72,3.4,0,1.74,0,0.35,32,21,"1"
210,-250,0.44,0.343,76.25,35.9444,1.6667,2,0.378,0.442,33,25,"1"
145,-165,0.517,0.38,0.99,2.01,1.2,2.66,0.33,0.21,45,27,"1"
185,-225,0.408,0.42,3.95,5.87,1.66,0.41,0.44,0.27,30,29,"0"
125,-135,0.474,0.408,32,42,2,1.3,0.474,0.344,35,37,"1"
-245,205,0.45,0.487,40,28.6154,1.4444,2,0.5,0.677,28,25,"0"
245,-290,0.553,0.45,5.03,3.09,0,2.08,0,0.43,33,29,"0"
-150,130,0.44,0.48,5.24,4.58,0.25,0.84,0.5,0.42,30,44,"1"
59.7932402411945,-115.711474369147,0.54,0.42,4.58,1.87,0.9,3.62,0.6,0.44,31,26,"0"
120,-140,0.25,0.4,6,72.5,0,0.625,0,0.5,31,30,"1"
140,-160,0.47,0.58,2.84,3.15,0.95,1.78,0.27,0.4,32,28,"1"
140,-160,0.5,0.49,3.13,3.78,0.38,2.62,0.33,0.38,28,31,"0"
-170,150,0.37,0.45,32,33,2.5,1.3158,0.371,0.376,27,33,"0"
195,-250,0.41,0.29,57.9,44,1.2143,0,0.335,0,36,27,"1"
540,-660,0.31,0.52,32.1111,41.1667,2,1.9167,0.355,0.5,32,28,"1"
-160,140,0.436,0.38,6.26,3.03,1.17,1.53,0.26,0.35,38,34,"1"
-180,140,0.46,0.527,31.8462,26.4,2.2222,1.9333,0.46,0.625,34,36,"0"
155,-165,0.37,0.427,3.86,5.28,0,0.18,0,0.5,33,27,"1"
-185,160,0.52,0.4,3.77,3.28,1.67,0.06,0.34,0.12,32,30,"0"
200,-250,0.55,0.53,3.93,5.76,0.43,0.77,0.25,0.6,35,32,"1"
-170,150,0.59,0.43,69,52.2857,3.5,1.8,0.295,0.34,33,35,"0"
-110,-110,0.215,0.49,28.2,31,1,2.2,0.33,0.626,31,31,"1"
248,-270,0.481,0.313,48,19.75,0.6,0.2,0.4,0.19,29,28,"1"
150,-170,0.255,0.53,13.5,48.4444,0,0,0,0,25,30,"0"
185,-200,0.451,0.349,59,27,4.4444,2,0.598,0.41,26,31,"1"
-112,-108,0.38,0.51,25.5,8,0.2,0,0.136,0,31,39,"0"
-125,105,0.53,0.56,3.4,5.13,4.36,0.8,0.8,1,26,26,"1"
105,-125,0.425,0.42,58.3333,37,2,2.3333,0.625,0.297,29,28,"0"
-140,120,0.422,0.438,69.3333,33,0,0.5417,0,0.5,25,28,"1"
602,-900,0.498,0.534,21.6429,5,5,2.51,0.8,0.714,33,26,"1"
195,-215,0.425,0.449,11,18.6667,0.36,6,0.8,1,30,28,"1"
290,-350,0.42,0.364,26.5,25.8421,0.7,1.875,0.249,0.5,23,28,"1"
150,-160,0.55,0.496,20.75,26,2.5,0,0.355,0,30,26,"0"
100,-125,0.43,0.583,48.6667,78,0,0.6,0,0.333,29,35,"1"
-135,115,0.55,0.37,3.74,5.29,2.09,0.59,0.29,0.56,30,23,"1"
-320,290,0.5,0.363,27.5,57.0714,0.5,0,0.05,0,22,26,"0"
-155,125,0.51,0.403,43.1765,26,2,1,0.65,0.523,25,35,"1"
-170,160,0.31,0.4,23.75,44.7333,1,1.5,0.25,0.557,34,34,"0"
435,-600,0.5,0.52,6.04,2.46,0,1.99,0,0.57,33,31,"1"
-124,102,0.573,0.5,29.6667,19,0,1,0,0.188,33,31,"1"
-120,100,0.2,0.49,20,17,0,0,0,0,33,25,"1"
155,-175,0.46,0.46,4.33,3.95,1.67,0,0.53,0,31,31,"1"
150,-170,0.34,0.46,38.3684,33,3,2,0.433,0.308,28,28,"1"
390,-440,0.528,0.572,41.2,60.2857,1.6364,4.4444,0.405,0.748,24,29,"1"
-120,100,0.5,0.29,4.34,3.06,0.46,1.3,0.5,0.21,35,30,"1"
-240,220,0.41,0.403,44.5,35.5,0.2353,1.2,0.097,0.328,29,40,"0"
175,-190,0.31,0.458,2.3,16.8571,0,0,0,0,28,26,"1"
140,-160,0.41,0.579,46.8571,78,0.4444,2.5,0.25,0.415,34,26,"0"
205,-265,0.43,0.54,3.41,4.12,2.08,1.48,0.48,0.53,34,31,"1"
-200,170,0.522,0.62,62.6667,53,1,2.1429,0.282,0.45,22,39,"0"
220,-260,0.34,0.412,46,50.6667,0.6667,0.3846,0.133,0.211,35,27,"1"
-280,255,0.369,0.44,24.5,27.4,0.5,2.5,0.3,0.375,27,29,"1"
360,-470,0.49,0.59,5.03,7.63,0.91,0,1,0,28,27,"0"
-165,155,0.69,0.432,35,27,0,0.7,0,0.226,28,34,"0"
-150,130,0.44,0.55,57,31.6154,2,0.9,0.495,0.365,28,36,"0"
-155,135,0.48,0.402,43.1765,39,3.2,2.1667,0.685,0.295,29,37,"1"
-330,275,0.453,0.513,51.3333,61.8889,1.1429,0.7333,0.163,0.379,30,33,"0"
155,-175,0.09,0.42,7,15.75,2.5,4.0714,0.42,0.4,24,32,"1"
120,-140,0.59,0.424,29.4167,18.875,0.5714,0.6,0.333,0.25,34,33,"1"
165,-190,0.447,0.358,44.6667,59.5,0.5,2,0.165,0.13,25,29,"1"
-140,120,0.56,0.461,54.3333,27.25,0,1.1,0,0.496,33,38,"0"
230,-290,0.56,0.5,3.2,3.55,2.64,1.56,0.45,0.27,39,33,"1"
-270,220,0.43,0.41,7.14,45.2857,0,1,0,0.282,25,33,"0"
245,-290,0.535,0.56,27,24.9,1.5,1,0.37,0.53,34,32,"1"
105,-125,0.433,0.44,4.39,3.38,0.5,3.73,0.32,0.48,31,29,"1"
165,-190,0.365,0.381,34.25,58.75,1.3333,3.5,0.213,0.339,33,32,"1"
-155,135,0.454,0.43,2.96,4.49,0,0.61,0,0.39,31,36,"0"
-110,-110,0.347,0.432,35.5714,74.2778,1.25,1.25,0.307,0.15,29,29,"0"
168,-195,0.403,0.544,46.375,62,1,1.1429,0.5,0.201,31,33,"0"
-150,132,0.453,0.384,21.1905,13.375,0.5,1.7692,0.165,0.27,28,33,"0"
250,-275,0.465,0.423,65.6429,47,0,1.1667,0,0.33,33,34,"0"
-255,210,0.52,0.51,42.1667,61.8889,1.6667,3.625,0.405,0.438,29,28,"0"
215,-278,0.4,0.37,10.6667,48,0,2,0,0.28,24,29,"1"
285,-315,0.3,0.42,2.64,4.22,1.42,0.61,0.42,0.41,30,30,"1"
-128,116,0.42,0.487,28,26.1111,2,1.7143,0.55,0.3,32,35,"1"
220,-260,0.335,0.335,6,31.75,0,1.8571,0,0.516,32,29,"1"
-225,205,0.423,0.43,3.09,3.51,2.5,1.74,0.32,0.39,29,35,"0"
570,-705,0.175,0.67,5,24.5,0,1.8,0,0.2,29,28,"1"
-115,-105,0.34,0.487,3.06,5.31,1.45,2.23,0.26,0.34,25,29,"1"
-240,200,0.41,0.42,4.06,3.3,5.35,2.85,0.38,0.42,28,37,"0"
145,-165,0.57,0.42,3.7,5.27,6.62,0.8,0.35,0.6,31,33,"1"
340,-380,0.422,0.53,4.5,2.62,0.8,3.29,0.4,0.71,29,32,"1"
170,-200,0.3,0.72,18.5,31,1,1,0.25,1,34,26,"0"
290,-350,0.466,0.39,4.33,3.57,0,0.66,0,0.6,31,28,"1"
-600,435,0.483,0.45,4.11,4.41,5.35,0,0.66,0,30,30,"0"
420,-540,0.31,0.41,30,42.2667,1.5,0.6667,0.532,0.094,38,32,"0"
-150,130,0.52,0.487,18.25,26.1538,0,1.6667,0,0.473,31,38,"1"
275,-335,0.47,0.22,50,43,0.7273,0.5,0.535,0.354,35,28,"0"
-280,240,0.583,0.455,5.51,6.19,0.38,0,0.33,0,29,35,"1"
255,-280,0.238,0.39,1,15,0,2.4,0,0.45,33,37,"0"
235,-303,0.48,0.49,5.08,3.18,0,1.44,0,0.28,28,30,"0"
165,-190,0.536,0.458,27.6364,32.6316,0,1.2857,0,0.25,26,29,"1"
-220,200,0.75,0.46,30,39.6667,0,3.75,0,0.667,28,26,"1"
235,-290,0.49,0.48,4.49,4.28,0.54,1.74,0.68,0.5,27,26,"1"
100,-110,0.42,0.5,6.01,4.44,0.62,3.45,0.25,0.48,34,33,"1"
200,-245,0.47,0.57,2.66,7.32,2.08,0.95,0.33,0.75,39,25,"1"
245,-290,0.447,0.412,33.8,25.5625,3.8,1.8333,0.414,0.5,29,34,"0"
250,-325,0.54,0.54,3.66,5.32,0,0.35,0,0.23,34,32,"1"
285,-315,0.415,0.48,2.99,3.77,1.25,2.82,0.27,0.44,27,33,"1"
-365,300,0.46,0.3,40.5714,25.7778,1.4286,0,0.244,0,27,28,"0"
-105,-115,0.235,0.35,20,40.3333,1,0,0.376,0,27,23,"1"
650,-1000,0.38,0.381,3.22,3.57,1.27,2.71,0.26,0.605,33,30,"1"
160,-185,0.5,0.49,2.99,3.64,0.52,2.63,0.37,0.42,30,29,"1"
560,-840,0.52,0.38,85,75,1.6667,5.4,0.54,0.39,30,30,"1"
525,-750,0.28,0.368,46.5,61.6,1,0,0.5,0,34,27,"0"
-145,125,0.452,0.57,3.08,11.23,2.62,0,0.44,0,34,27,"1"
-420,335,0.45,0.48,4.92,3.44,1.66,1.16,0.44,0.469,24,36,"1"
277,-365,0.46,0.48,3.06,3.3,2.2,2.82,0.44,0.54,32,32,"1"
145,-155,0.421,0.41,2.9,5.24,1.18,0,0.44,0,31,34,"0"
-155,135,0.62,0.56,33.25,23.8,3.125,0.6,0.72,0.189,32,32,"0"
-140,120,0.511,0.4,4.39,3.96,1.67,0.67,0.51,0.28,26,29,"0"
135,-155,0.492,0.459,43.2917,10.5556,0.1818,0.25,0.2,0.2,29,32,"1"
155,-180,0.49,0.527,47.5714,22.9286,0,2.25,0,0.451,25,37,"0"
-125,105,0.54,0.444,33.5,44.9583,4.5556,2.3333,0.677,0.436,26,28,"0"
-110,-110,0.53,0.48,5.74,4.67,4.08,1.07,0.66,0.26,27,35,"0"
120,-130,0.688,0.506,65,74.1667,1,2.75,0.16,0.318,26,34,"0"
155,-167,0.38,0.42,3.66,3.71,0.33,0.65,0.33,0.37,31,33,"1"
108,-118,0.7,0.466,2.99,5.66,1.68,0.625,1,0.55,31,27,"0"
170,-185,0.429,0.514,49.4118,18.3125,0.4667,1.5,0.333,0.381,32,28,"1"
-170,150,0.58,0.51,19.6667,28.25,2,0.75,0.403,0.31,31,34,"0"
-122,106,0.435,0.52,3.48,3.59,0.29,1.48,0.5,0.42,34,33,"1"
390,-440,0.625,0.7,28,10.5,0,0.97,0,0.5,33,28,"1"
215,-255,0.49,0.353,54.6667,31,0,0,0,0,35,38,"1"
260,-290,0.313,0.371,25.4,24.375,0,3.5,0,0.566,26,30,"1"
280,-395,0.46,0.5,3.24,2.83,1.56,3.61,0.71,0.41,28,24,"1"
140,-165,0.5,0.42,3.01,3.26,2.17,0.39,0.34,0.33,37,33,"1"
250,-300,0.467,0.38,4.05,3.88,0.85,0.54,0.27,0.37,30,31,"0"
125,-135,0.55,0.665,65,69.1,1.75,0.125,0.54,0.133,25,26,"1"
125,-135,0.474,0.46,4.3,3.64,1.21,3.29,0.46,0.41,30,30,"1"
-125,105,0.365,0.47,36.5,60.9167,2.6667,0.8889,0.378,0.163,37,32,"0"
-230,190,0.56,0.52,18,23.7647,2.5,0.75,0.9,0.298,31,33,"0"
115,-135,0.165,0.43,13.5,28.1667,0,3.55,0,0.644,29,24,"1"
-129,110,0.47,0.532,52.8182,22.1739,0,0.3333,0,0.278,27,29,"0"
190,-210,0.482,0.446,28.5,19.9167,0.4,0.375,0.3,0.214,33,28,"0"
-130,110,0.5,0.405,36.6667,22.8571,0.8,1,0.289,0.483,31,32,"1"
130,-150,0.435,0.34,27.3333,53.75,0,3.3333,0,0.596,29,30,"1"
-290,230,0.55,0.46,6.49,3.51,3.99,2.15,0.66,0.38,25,42,"0"
-660,500,0.37,0.528,54.5,3,2.4231,2.27,1,0.4,25,39,"0"
450,-600,0.453,0.53,4.57,5.34,0.23,0,0.5,0,29,24,"1"
105,-125,0.526,0.42,4.15,3.39,2.95,0.6,0.66,1,28,36,"0"
125,-135,0.528,0.48,6.43,3.22,0,4.2,0,0.52,31,34,"1"
120,-140,0.36,0.42,30,21.1364,0,1.33,0,0.118,25,30,"0"
-330,270,0.53,0.532,4.02,4.14,0,0,0,0,31,34,"0"
115,-135,0.445,0.449,59,26.2143,4,0.1429,0.75,0.091,25,31,"0"
378,-470,0.59,0.57,37.6667,65.1818,0.3333,4,0.25,0.62,31,26,"1"
59.7932402411945,-115.711474369147,0.42,0.53,5.38,3.15,0.78,1.81,0.32,0.35,30,34,"1"
-300,235,0.55,0.46,12.8571,42,0.5,1.3333,0.5,0.288,26,30,"1"
310,-370,0.43,0.72,32,27.6667,1,0,0.5,0,24,28,"1"
285,-315,0.38,0.63,3.73,5.46,2.41,0.31,0.46,1,39,27,"1"
210,-250,0.665,0.4,29.5,36,0,2.7143,0,0.37,31,34,"0"
365,-460,0.51,0.569,22.2222,57.25,0,0.25,0,0.2,26,33,"1"
-105,-115,0.41,0.52,3.25,3.77,0.32,1.68,0.4,0.44,38,30,"1"
-230,190,0.475,0.33,3.03,2.64,5.36,0,0.71,0,28,32,"1"
165,-175,0.393,0.49,73,32.5,4,1.5,0.413,0.417,29,31,"1"
345,-385,0.38,0.695,85,15,0,0,0,0,30,24,"1"
-305,275,0.473,0.486,32.7143,44.6,0.3333,0.7,0.083,0.346,26,27,"0"
425,-485,0.486,0.57,10,32.1667,2.41,0.8889,0.76,0.132,28,35,"1"
115,-135,0.46,0.525,65,40.6667,2,3.4,1,0.31,27,29,"1"
130,-150,0.4,0.48,3.45,3.65,0.86,0.38,0.38,0.29,31,31,"1"
-220,200,0.57,0.45,4.55,2.8,3.44,1.25,0.5,0.443,27,35,"1"
59.7932402411945,-115.711474369147,0.33,0.42,2.72,2.87,1.32,0,0.42,0,37,30,"1"
195,-235,0.5,0.703,32.8333,48,0.8,0.5455,0.232,0.238,29,34,"1"
285,-315,0.3,0.55,0.99,2.88,0.98,2.66,0.27,0.385,35,28,"1"
165,-190,0.2,0.555,16,60.4,1,0,0.33,0,28,28,"0"
255,-310,0.68,0.49,22.6,55.3333,2.8571,2.5,0.475,0.425,34,28,"1"
-205,170,0.44,0.435,45.5,24.25,2,1,0.5,0.402,28,30,"0"
-275,230,0.77,0.512,26.1429,42.5,3.5,3,0.9,0.768,22,36,"1"
150,-160,0.462,0.456,32.3333,30,1.75,1.7,0.27,0.359,28,29,"0"
525,-750,0.4,0.4,23.25,19.5238,1.1429,1.75,0.39,0.212,31,30,"1"
-190,165,0.389,0.427,30.5714,16.0769,1.875,2,0.361,0.503,30,30,"0"
160,-185,0.5,0.52,4.28,4.89,0.45,0.45,1,0.3,29,31,"1"
-137,127,0.46,0.64,5.45,7.41,0.5,0.95,0.12,0.54,30,28,"0"
-220,180,0.5,0.58,30,17.6,3.0833,2,0.42,0.5,28,31,"0"
205,-245,0.51,0.51,4.43,3.4,0.55,0,0.77,0,32,31,"1"
-520,375,0.45,0.413,25.75,26.7857,2,2.3333,0.57,0.303,27,35,"0"
140,-160,0.36,0.534,4.15,7.45,0.14,3.26,0.071,0.55,30,32,"1"
140,-166,0.61,0.494,5.36,4,0,0,0,0,28,30,"1"
-110,-110,0.46,0.443,17,62.5,2.3846,0.5714,0.34,0.375,26,29,"1"
-130,120,0.545,0.39,7.45,31,1,2,0.357,0.28,27,25,"1"
-140,120,0.57,0.51,5.61,2.36,0.17,4.45,0.14,0.57,27,32,"1"
380,-500,0.43,0.48,3.06,2.69,1.08,0,0.2,0,33,32,"0"
